flight_time_mean,hold_time_std,interval_ratio,gyro_alpha,gyro_beta,accel_x,accel_y,accel_z,label
0.1659323512128969,0.06888904602206763,0.7576813089787862,0.029346105038118138,-0.0013488420007975316,0.4782175992097442,0.49391060998990294,0.5933934509766007,0
0.20733196492193698,0.051202404273452906,0.7397226616532662,0.008815729562220966,0.03874641805453656,0.4991028464100247,0.5002854790732891,0.5900809303103568,1
0.18939484763255118,0.054142543354753124,0.7478593928009089,0.009295153551612517,0.02892701389305636,0.45604244214822304,0.5592945026583278,0.5807052710394345,1
0.1860054898401483,0.07427959821468445,0.7477534390061834,0.025580608009335537,0.05228333400086851,0.4951501542009461,0.5093899770477894,0.5684836351871063,0
0.19449896605696712,0.023961576705288312,0.719696178756029,0.05733748534889049,0.07289935427002567,0.47501927920887244,0.5315311392611154,0.5862250030908707,1
0.26157761616910474,0.09239149822869154,0.7474416481703847,0.010889191187991483,0.007871073594848552,0.48406927271734446,0.504872985094314,0.5515549258080464,1
0.18706854231514947,0.048369039927712104,0.7837428327014513,0.047632795138989006,0.039840547173667654,0.5095988827778005,0.5215473661529524,0.5627743159734346,1
0.23046248154539317,0.08077820087369318,0.7292550769134709,0.026193226438327836,0.022487634932304858,0.4523440053807133,0.5385235509506329,0.6181883328094026,1
0.17202864852361718,0.08125938473381142,0.7369871486175634,0.020257492324706076,0.028152121515222617,0.4627201846064037,0.5209704325588965,0.5633809976717792,1
0.20540913651559678,0.06899523781101727,0.7452210390626718,0.011848726759168041,0.028464573388633348,0.4951078245165151,0.5300183437524877,0.560448895104029,0
0.20198664610858452,0.08502774246743579,0.7166118943775726,0.040867203847598704,0.026747524821083064,0.49141197337186315,0.5047348168691497,0.5439023579867096,1
0.16744915124233675,0.07096169893322765,0.7551944500344296,0.011913667497911826,0.05277184917554748,0.4467695987546208,0.5186784040270537,0.5557796760047509,0
0.18696327784395683,0.07094797342632829,0.732791732694321,0.02230888911540349,0.06012585618428881,0.468462162609537,0.5367138422413028,0.5574058629068476,1
0.21059608355830567,0.09883137241315801,0.7005671099974542,0.014062094890590463,0.0515414425436108,0.4759390922791401,0.5274229174674262,0.5679202962656835,1
0.20173179574945801,0.06688645529215842,0.7733556412331961,0.03508841686602426,0.04675205324150404,0.4717624606775506,0.5102478755185501,0.5713488362436075,1
0.20788904284756596,0.061580310383594745,0.7557954971379283,0.07150801597290878,0.05742249406863385,0.47347952935664317,0.5440242784432789,0.571838492539569,1
0.15923750929644293,0.049838273781651926,0.7125841615794829,0.022969730319173827,0.04036836758379103,0.5135287462455056,0.5265385474752833,0.5756179894238227,0
0.2165881116236698,0.025777293819842305,0.7547122911621713,0.04541730387773933,0.01042827508440317,0.5028750808641386,0.5267699281498883,0.5716942417219839,0
0.2126556373221257,0.11541385715608793,0.7536373251011699,0.03496441172600672,0.03081278200919512,0.46300311261070415,0.536606716330885,0.5628783234818227,0
0.20143132474438785,0.060446851064697674,0.7595795965149278,0.03667324210573897,0.06075079888515798,0.46979967202290507,0.5146025012941325,0.5604247256843539,0
0.19111413479847777,0.07754600986089705,0.7651397723329071,0.011556693516447489,0.05739211840211321,0.507112757176099,0.5282686980644741,0.6175359162511613,1
0.18452421601792854,0.04510690593377167,0.7144255950219144,0.05992088622978366,0.053087313127081155,0.4788883065817909,0.5255993725263964,0.5574902190540324,0
0.24891503959233655,0.07258442363950456,0.7521878958920979,0.04451533247797384,0.04962018463473426,0.4844776804855826,0.5041905108910938,0.5894293671427199,0
0.23764048992950068,0.09690840092309956,0.781863732532788,0.019775686471376296,0.020207903594828384,0.477484261598007,0.5211144982457739,0.601883830369419,1
0.16615070740570362,0.10059100638921228,0.7468398420284202,0.021462378601051598,0.01975791249479665,0.4469028665626846,0.5364634116792383,0.581466359343768,1
0.17420078200517894,0.044098424558727686,0.7432843060141975,0.06338043050578786,0.034808172972727904,0.44993714093763787,0.5150851387182811,0.5745455286050466,1
0.14606226714116857,0.06891410266964376,0.7453813093958265,0.043924127296268364,0.0769791218989069,0.5025313005909551,0.5146222261889034,0.5578694818251666,1
0.25146719606499723,0.07118436868028977,0.7502785858382589,0.029517498257799934,0.0439616952153571,0.47711279176152116,0.5085267598623953,0.5690628211751921,0
0.19934493459568003,0.0591315045773247,0.7357430843464567,0.03212860455383794,0.034900455651582896,0.5100798597716537,0.4669806038321398,0.6018301370384492,0
0.22492170384995258,0.028532195351837014,0.743146248118393,0.02257118268008417,0.011849766105643575,0.46444366624818245,0.49778848309068346,0.6150454088684724,1
0.21871356786294924,0.09543110189988319,0.7644334412808647,0.007418964575655416,0.029509594674404525,0.48978749122455834,0.4955574438221611,0.5942599686034478,1
0.1951934920368373,0.06250358384900806,0.7642191993640698,0.03888526622972079,0.0327806766836184,0.503186596067285,0.4983787334480021,0.5923187121388852,0
0.2118620251593677,0.0638090712137202,0.7565226604448424,0.004977728472293941,0.058480540384138024,0.4763019572711402,0.5095455395896192,0.6009801845167377,1
0.18591312618914482,0.04183077407272881,0.7188674165295219,0.04212019902691279,0.014391412950074338,0.5150958836396873,0.47836141184232556,0.6139291273658007,0
0.20422034934405237,0.06806573776259216,0.739101618263821,0.037982722287041415,0.03924730595150303,0.5020660376403304,0.5222845529732408,0.5830060352292376,0
0.1927277557557229,0.06886108752557865,0.7561560353778412,-0.0042033678531325155,0.01303629155788574,0.4948652818804543,0.5234173087625589,0.5763203332729464,1
0.20036867866130786,0.07695163410723342,0.7392048063938128,0.014433905491953745,0.04391690510195363,0.4604325444476993,0.5281650551142895,0.5459483279152432,1
0.22058311274651288,0.07945194964826087,0.7551205946862776,0.04965381967891028,0.07330948888925154,0.5002874013003626,0.4831825153733671,0.5544084606652859,1
0.18750362844608642,0.07052182100421668,0.7603531804093825,0.015485123736930687,0.043735335289541565,0.46489234135293356,0.5077696439401611,0.5518667780630355,0
0.1815353350777819,0.04296630788767333,0.7304825349404533,0.05107283593215679,0.02101202222336114,0.5326476412967478,0.5298663580176178,0.5836967224738975,1
0.18283284439637573,0.08400619758817983,0.7384872434752445,0.03244019629290723,0.0912016907653759,0.478078802005507,0.5429854665257136,0.5659364714974822,0
0.19930023019006077,0.1054160127127102,0.7374606588442446,0.06624897115993858,0.05415503870910951,0.4687506644821146,0.5326481547811104,0.5994510889925345,0
0.21243619924434393,0.038595505602190876,0.7354572564835026,0.025049627288969905,0.038511331417999076,0.49241344195101355,0.5235540200186651,0.553293112825798,1
0.20760395702011927,0.08221171490567647,0.7611958089586208,0.051615614511092436,0.05667844309097808,0.4891836015845687,0.5185966857708271,0.5467807813296801,1
0.20859236438265172,0.07415375374326223,0.7554315767439075,0.00446502848359381,0.018378869191834752,0.5010630570666581,0.5192088969228669,0.5936300139474524,1
0.20056636752260923,0.07059512278991491,0.76876567611952,0.01967910543565252,0.04192241553881967,0.47075449422589916,0.5113100754513537,0.5738165575306272,1
0.20444267543267428,0.06042502756673046,0.7751151225114704,0.01210785395560992,0.03626256711677282,0.47120537883451646,0.5489395576870747,0.5839310955302315,1
0.2206368907893727,0.04028879253926057,0.7553410053173851,0.047792615912468736,0.04164567978550848,0.501309607501307,0.5096542309979926,0.6081869488037116,1
0.24597796247238501,0.06274322879120682,0.7410899495719846,0.059067689542354015,0.07159144291461425,0.4695427994569346,0.5115962636580829,0.5743643078227898,0
0.17311098977931447,0.051626961070316044,0.7299171846649587,0.01464404869791743,0.03930630225226438,0.4846842946507304,0.5510100098562816,0.5600329191852241,1
